"일자(stdr_de_id)","시간(tmzon_pd_se)","행정동코드(adstrd_code_se)","집계구코드(oa_cd)","생활인구합계(tot_lvpop_co)","남자0~9세(male_f0t9_lvpop_co)","남자10~14세(male_f10t14_lvpop_co)","남자15~19세(male_f15t19_lvpop_co)","남자20~24세(male_f20t24_lvpop_co)","남자25~29세(male_f25t29_lvpop_co)","남자30~34세(male_f30t34_lvpop_co)","남자35~39세(male_f35t39_lvpop_co)","남자40~44세(male_f40t44_lvpop_co)","남자45~49세(male_f45t49_lvpop_co)","남자50~54세(male_f50t54_lvpop_co)","남자55~59세(male_f55t59_lvpop_co)","남자60~64세(male_f60t64_lvpop_co)","남자65~69세(male_f65t69_lvpop_co)","남자70~74세(male_f70t74_lvpop_co)","남자75~79세(male_f75t79_lvpop_co)","남자80세이상(male_above_80_lvpop_co)","여자0~9세(female_f0t9_lvpop_co)","여자10~14세(female_f10t14_lvpop_co)","여자15~19세(female_f15t19_lvpop_co)","여자20~24세(female_f20t24_lvpop_co)","여자25~29세(female_f25t29_lvpop_co)","여자30~34세(female_f30t34_lvpop_co)","여자35~39세(female_f35t39_lvpop_co)","여자40~44세(female_f40t44_lvpop_co)","여자45~49세(female_f45t49_lvpop_co)","여자50~54세(female_f50t54_lvpop_co)","여자55~59세(female_f55t59_lvpop_co)","여자60~64세(female_f60t64_lvpop_co)","여자65~69세(female_f65t69_lvpop_co)","여자70~74세(female_f70t74_lvpop_co)","여자75~79세(female_f75t79_lvpop_co)","여자80세이상(female_above_80_lvpop_co)","등록일자(ldadng_dt)"
"20200130","07","11305555","1113070050002",570.975,16.4471,18.2288,7.401,13.7588,4.6439,40.3106,17.9362,34.3165,10,13.935,0.011,4.0619,11.7648,3.3422,0.2009,26.6078,1.5946,8.0778,27.6914,17.9538,18.3596,1.7368,0.8193,18.22,0.2551,5.3902,3.3187,3.6337,7.3931,16.9843,4.2575,3.5357,"2021-08-17 16:06:44"
"20210314","06","11215780","1119071010006",341.7244,6.7304,6.6834,0.1875,13.9029,66.0155,33.3977,17.2191,1.2789,16.6493,11.3711,1.8058,21.8483,12.0187,12.8174,3.1907,1.1954,31.9241,18.5068,1.1693,8.5543,17.0132,9.9861,18.8373,3.5497,28.5974,8.6622,11.7773,6.0241,16.6163,10.7316,17.0306,4.7399,"2021-08-17 16:06:44"
"20180701","02","11710710","1124058020018",14.6845,89.1988,10.6294,0.6062,0.0347,8.8913,16.6023,24.7459,6.7299,0.5264,1.616,2.0442,1.1707,5.4975,3.863,9.457,3.9622,29.7495,1.972,81.2802,37.5033,5.759,9.7556,0.0258,26.217,5.466,8.352,40.9737,25.7709,4.6757,15.1631,2.7994,0.2696,"2021-08-17 16:06:44"
"20210108","03","11170510","1103052020008",409.2005,5.8348,3.857,5.3249,20.8017,25.9098,35.5409,21.6471,0,25.6415,7.4711,12.5852,11.7493,2.738,1.6297,10.8221,3.5178,7.5705,3.9773,0.4831,4.6853,18.0796,16.5764,13.8449,13.515,44.7164,72.38,54.6933,10.7879,7.4171,19.4441,6.693,11.2312,"2021-08-17 16:06:44"
"20180509","23","11110570","1112059020013",271.3806,16.9879,0.626,6.3871,1.6059,11.0367,12.7527,0.0087,51.3228,29.4773,15.1228,24.0903,2.5645,14.2662,17.6845,3.893,3.4998,34.3223,18.1783,5.7261,6.2769,7.222,10.5895,10.6235,6.4657,0.2821,24.0842,14.9601,6.3166,8.3852,7.4369,4.366,24.5316,"2021-08-17 16:06:44"
"20201202","10","11500510","1119066010201",343.7913,18.5201,10.4504,13.2077,14.4974,0,14.0005,4.6018,48.1758,22.1962,60.4263,68.9021,0.7753,16.5844,3.0636,0.6435,3.3797,2.7039,4.9492,5.004,25.7789,49.1104,27.8382,20.9885,5.5608,98.0514,1.3077,9.2229,3.8296,17.3951,1.6319,8.1274,50.6753,"2021-08-17 16:06:44"
"20170621","00","11350670","1108068020001",458.882,24.3612,3.3251,29.6775,6.4579,7.4698,26.2953,31.6322,15.8515,26.5911,14.4578,17.3339,0.0116,9.6734,1.1856,31.8786,2.8197,5.5554,0.2168,11.9012,12.298,132.4844,5.6324,5.5173,49.2331,13.5856,30.2478,41.9089,0.0435,13.0547,3.1185,12.9269,27.3889,"2021-08-17 16:06:44"
"20181013","07","11440720","1119061010001",146.5827,0,1.2933,7.1032,28.0875,17.2635,6.9619,22.672,0.4564,7.464,1.4455,5.7262,7.6901,4.9334,9.3004,2.1224,12.6086,21.8489,1.9906,0.7092,19.6283,45.9293,3.0733,20.1706,17.7594,0.4686,28.1696,15.2188,4.3561,24.6797,2.4521,7.7796,13.4066,"2021-08-17 16:06:44"
"20200209","20","11350621","1106080120102",400.6974,6.713,1.2438,4.0471,9.2254,22.9285,0.1381,3.3114,11.661,56.6048,6.2388,17.077,12.8429,8.2793,18.0678,2.8331,0.0362,13.5738,2.4731,1.0382,1.2223,16.121,29.292,16.2006,10.6615,3.528,3.3183,61.5733,32.3698,2.4392,6.2804,13.2107,13.184,"2021-08-17 16:06:44"
"20170921","20","11620735","1101068010009",443.4135,9.4355,1.8528,13.7504,23.5533,22.2264,3.5919,1.5438,19.9593,43.9902,17.2571,6.235,5.7821,14.2621,1.024,13.2751,3.9478,7.6581,13.975,7.1293,12.1822,22.6232,12.0231,22.7075,37.5857,21.788,13.7102,26.5391,33.2107,13.0598,8.507,5.564,0.1136,"2021-08-17 16:06:44"
"20191030","05","11290660","1106090030010",76.7621,18.511,3.239,33.8474,22.8802,73.5646,10.7439,28.6965,9.529,1.6967,5.7558,10.5269,5.1147,14.8792,11.6592,2.6915,7.6325,12.2198,2.604,15.3077,8.0336,7.6026,47.2012,8.4779,1.5698,19.6307,17.7488,56.2227,48.2915,4.998,0.9969,2.3496,0.0585,"2021-08-17 16:06:44"
"20171006","05","11380625","1101055020003",471.1181,0.297,3.7147,8.0275,2.0975,73.571,4.41,27.8888,17.7262,46.9788,0.2788,12.5668,17.7959,11.6134,4.3467,1.9497,2.2029,0.617,11.6881,14.1992,31.6584,1.6658,0.0378,29.3302,69.0437,25.2576,31.5997,28.8244,9.8466,3.1108,42.8525,186.2488,14.5215,"2021-08-17 16:06:44"
"20200617","06","11170590","1116074040116",190.3018,4.6255,11.4354,20.2387,14.8567,1.906,49.2012,13.1813,2.9399,0.132,3.6556,10.3372,2.9224,6.0496,5.106,4.5778,5.7034,0.3703,1.0528,34.7853,67.2906,3.6977,12.4321,38.3479,11.1714,114.187,19.0534,12.2242,62.2224,3.7831,10.0997,11.9282,12.3079,"2021-08-17 16:06:44"
"20201130","18","11680565","1123073020017",236.3681,8.6597,7.4645,7.1879,0.5585,6.04,27.8881,3.311,40.1581,38.1436,2.3059,0.708,4.1591,0,14.4675,3.1611,33.5658,2.151,25.7127,44.943,1.7128,5.3097,12.93,39.7179,151.0784,2.1668,30.3239,2.4823,4.1444,21.5697,18.8854,21.823,23.9828,"2021-08-17 16:06:44"
"20170724","15","11170685","1117052020702",203.3668,42.002,56.5927,19.9249,0.6356,29.7096,15.484,29.7067,3.9765,8.4158,1.4736,19.8374,3.7361,1.2657,12.9512,10.2099,5.4534,0.9944,0.8879,0.253,2.6514,23.0665,2.1337,18.6294,7.4462,16.6389,0.624,1.0104,0.6703,27.7932,14.4962,3.3124,21.5684,"2021-08-17 16:06:44"
"20180105","11","11350580","1111060010009",275.365,54.8915,13.3336,5.7759,3.011,22.0847,13.7421,66.8616,32.5346,7.9992,18.9569,12.7266,4.2742,13.8257,2.8302,2.9064,8.227,168.5792,0.1251,14.6389,33.9602,3.7013,53.9106,125.0464,12.6882,11.0192,34.4693,18.9683,10.7747,1.5776,48.2637,16.4954,15.2135,"2021-08-17 16:06:44"
"20180404","02","11470540","1124069010116",64.0336,1.3091,10.1995,2.1097,7.5285,5.6389,19.502,52.2556,24.4095,3.6657,1.0592,34.1907,2.715,0.1013,15.3584,2.0555,1.7619,9.3421,12.3584,1.9799,65.2538,0.5344,80.4261,37.7194,2.8702,16.252,112.2086,1.3413,20.1557,27.9957,19.6391,18.4749,0.2429,"2021-08-17 16:06:44"
"20210927","01","11680750","1124069020004",432.9836,3.976,34.1699,19.4282,5.4967,1.1209,46.4301,2.8574,108.1047,157.3925,0.4917,0.0754,5.9969,3.7389,0,3.5999,4.9286,28.0687,12.9118,4.4362,11.175,2.103,5.2534,3.8634,20.3785,21.9646,52.2546,11.6981,11.6014,15.0593,4.2445,22.1224,0.9915,"2021-08-17 16:06:44"
"20190128","19","11215820","1115070010206",648.8173,3.2061,14.5287,2.159,4.5393,10.5433,4.6121,15.0944,0.5449,21.132,11.26,2.2781,2.57,16.2936,3.2619,3.3041,1.7005,4.9521,3.8871,8.6253,18.6122,6.8596,52.9496,18.7705,6.1195,26.1592,18.6935,15.9227,31.3913,8.5326,0.6995,0.7567,17.6278,"2021-08-17 16:06:44"
"20210418","00","11650530","1111061020203",363.1973,32.5095,8.1535,16.66,14.4068,2.1532,0.1792,81.784,17.4926,0.0708,50.5751,0.4178,61.9611,15.0112,13.9524,7.2539,6.5057,63.6297,0.6342,51.8031,17.0603,2.6174,6.1962,11.3884,21.3988,26.2085,7.66,31.8908,3.4155,28.7939,2.0095,17.6799,7.9358,"2021-08-17 16:06:44"
"20211018","01","11740660","1110055020202",0.7767,7.7059,0.4624,20.4231,12.0564,35.7586,1.9489,46.4689,16.7495,1.8721,10.222,7.8491,11.5467,26.1501,4.3539,0,1.2492,6.1419,5.688,7.9159,14.025,4.4304,28.6372,14.9968,20.1888,11.0533,10.6035,12.6074,5.7342,29.9342,5.2506,0,19.8646,"2021-08-17 16:06:44"
"20210630","17","11380560","1115072030021",441.8064,4.6104,2.2053,4.9872,10.1215,0.4786,42.1964,226.7664,8.3296,7.2757,0.0076,170.0415,6.84,10.9666,2.4885,6.1717,1.6132,22.9024,3.7419,4.9795,3.8021,4.151,27.0092,18.0388,14.0708,3.0328,23.3886,12.2891,2.0198,0.8237,12.0734,7.4772,142.4033,"2021-08-17 16:06:44"
"20211021","21","11650530","1108072030003",111.6846,18.246,1.6217,9.0629,2.6627,16.1716,19.5965,11.6458,28.4526,16.2389,4.1868,30.091,142.2211,10.9773,0.6239,4.9062,4.5971,13.7893,3.1374,0,13.4688,11.2192,2.9637,13.231,22.9154,27.0947,53.8172,1.6707,8.028,1.7361,0.3644,10.3151,11.7348,"2021-08-17 16:06:44"
"20180519","21","11560535","1125054010007",485.8387,4.9928,4.6492,12.4925,7.4989,46.6965,30.1061,22.4858,15.047,18.6345,20.7306,6.6866,1.6253,43.7271,11.6944,52.3824,13.9741,31.5898,0.0513,2.3194,8.5726,3.0265,5.9806,3.5324,18.1347,65.5089,5.5431,8.4247,3.8385,8.3124,0,7.2704,10.3308,"2021-08-17 16:06:44"
"20181221","14","11380530","1101073010001",79.1079,10.523,15.7871,7.6534,9.3038,11.9155,4.1021,3.8375,38.7003,2.2772,19.0609,20.6053,2.998,1.7833,0.0039,38.7404,1.8861,2.2485,10.0622,25.681,27.3996,9.4974,12.9804,1.1661,19.7318,23.1917,1.178,4.915,13.5744,43.9258,7.3061,10.0403,2.0923,"2021-08-17 16:06:44"
"20200327","03","11470680","1116051010901",78.3132,31.2253,14.7903,0.067,12.4739,7.7509,4.8628,24.1895,0.2234,68.3274,0.6841,79.6044,31.99,2.9952,2.0608,5.9347,15.7064,2.0687,3.8553,9.1094,14.7619,21.1369,30.9419,10.6988,3.2469,42.15,74.2675,41.4294,0.1721,13.7376,2.7002,32.3715,10.5248,"2021-08-17 16:06:44"
"20170605","03","11260565","1102067020004",286.6631,11.7654,1.9541,9.6893,2.9243,5.9031,22.4599,5.5848,0,7.3902,16.5866,336.2336,9.2443,3.0069,5.3432,6.4789,1.8432,0.523,10.7592,10.1518,0,31.0846,72.0572,31.3793,8.8203,0.0014,24.864,0.0083,3.9616,3.456,6.0053,61.6739,11.519,"2021-08-17 16:06:44"
"20170923","17","11305555","1119072050101",470.5685,5.1599,5.91,8.2137,12.5924,36.8645,103.5492,0,0.9943,28.278,6.3174,0.4775,0.9851,3.7034,4.4125,0.883,0.2843,12.9319,18.8622,19.2666,24.2124,20.358,27.6297,0.369,2.8625,33.5131,6.6666,3.1553,24.9853,17.8715,11.4353,1.7935,0.5314,"2021-08-17 16:06:44"
"20201021","21","11305620","1111077020110",562.5531,16.8436,13.2107,49.1698,24.7509,5.9038,36.423,35.1421,8.2578,2.5897,26.7511,8.4976,39.6449,1.7753,3.4515,13.0427,5.667,0.7965,3.7576,7.7714,71.6991,0,21.985,13.2748,22.5272,30.024,10.9363,28.4843,8.298,7.3906,0.496,82.263,2.9673,"2021-08-17 16:06:44"
"20170209","21","11710600","1119076010201",301.9869,40.3218,4.5851,8.5922,64.9568,18.2569,34.7538,6.531,10.3681,44.9717,29.9656,24.2478,0.5697,9.6944,3.7191,17.6164,3.2344,4.408,46.1873,16.0917,7.3308,35.8107,23.8761,10.9962,7.6523,8.5779,22.2558,10.0584,35.0025,18.6106,16.7718,32.4396,14.1285,"2021-08-17 16:06:44"
"20180824","15","11350621","1114076050902",475.3225,3.3965,1.1733,6.0546,1.7525,46.9766,21.7207,8.0369,85.0218,52.8704,12.9339,25.442,0.7801,16.502,7.4444,12.4461,6.9968,0,4.5004,13.414,1.4039,5.4241,2.9981,10.1132,30.3451,10.2564,7.6783,1.0454,8.0251,9.156,54.6782,0.6739,4.5609,"2021-08-17 16:06:44"
"20190303","20","11110680","1120065010104",172.2802,9.1613,18.2631,5.7785,3.3468,7.9097,2.3097,31.138,9.3245,13.1948,1.9703,1.1891,1.4315,12.9182,2.3548,2.4224,5.8535,0.3833,11.5528,3.0952,24.6951,34.8093,20.7919,0.9743,20.1717,7.9002,6.0185,22.4501,2.3848,7.2508,24.8989,18.234,61.9572,"2021-08-17 16:06:44"
"20170621","08","11470530","1114074020007",573.1766,4.5292,14.7857,4.7907,14.2362,4.6099,19.7734,13.6915,10.841,31.5273,29.5905,9.5906,23.8806,0.0124,4.5336,0.0106,15.7915,22.607,1.0315,22.3244,41.6874,6.9672,7.6499,7.9586,26.2671,3.6701,5.2575,32.156,4.1047,68.3618,40.7704,9.3604,16.8567,"2021-08-17 16:06:44"
"20181104","05","11440690","1103064010301",417.4764,7.9331,3.9918,15.4766,36.8797,9.0327,5.423,12.5701,0.0122,5.7023,0.5378,25.9729,7.3144,10.6973,1.6085,2.5407,4.4966,8.1923,1.9166,20.9098,12.3918,29.3668,12.0961,8.7317,44.5328,34.8083,22.2255,19.6048,18.1628,12.9722,1.922,4.5683,22.0562,"2021-08-17 16:06:44"
"20200521","05","11380560","1114068040005",461.1926,23.4122,3.0602,4.4715,26.8019,0.0688,25.0325,26.5946,14.354,6.1785,15.8541,1.9338,8.0585,6.5122,3.5159,9.3567,6.8617,6.257,2.0059,5.9961,4.9722,27.805,1.2345,8.1938,0.1007,0.1152,4.8645,16.7815,17.121,1.1249,12.258,15.4967,1.4964,"2021-08-17 16:06:44"
"20180510","16","11290640","1111065040901",306.6452,46.4135,1.6339,3.3591,1.6265,153.0015,3.225,0.2349,35.4807,52.4273,32.2968,22.0545,40.0806,1.6309,7.0227,24.6665,0.4579,2.4265,3.6989,0.7394,17.8159,12.4106,6.8965,0.4037,15.8348,73.5875,13.4397,7.7137,43.1464,11.6319,24.2779,0.9035,45.5877,"2021-08-17 16:06:44"
"20200810","05","11290525","1115060040001",625.9002,31.0685,8.6059,2.4281,70.304,6.7585,33.1805,23.8535,6.7219,22.786,7.4605,2.7145,5.7828,17.8534,0.4057,4.7123,15.8954,23.5494,13.7299,1.671,13.7599,18.299,26.3071,4.0271,10.1648,49.6983,6.4398,10.887,5.815,33.3642,12.0797,20.362,3.7847,"2021-08-17 16:06:44"
"20181225","23","11620745","1112056010003",375.3687,21.6437,2.1775,106.9959,17.0597,1.9241,22.0845,17.3329,22.197,15.528,14.8039,0.4923,8.1371,19.4159,10.0125,12.9488,0.2457,5.2781,25.353,6.9357,9.415,23.5179,15.817,5.0184,20.098,54.4047,8.4071,9.5269,27.7516,9.1865,18.1627,0.7347,12.7695,"2021-08-17 16:06:44"
"20190217","22","11290525","1111069010024",208.2269,5.2455,4.7926,13.7257,6.6423,13.1621,1.3605,67.0305,11.0648,5.2282,23.452,49.9382,4.7884,0.2318,23.05,11.1874,0.1488,18.8169,12.532,14.1501,13.7984,6.3538,12.3139,21.9253,8.8396,27.4036,2.862,30.6804,22.2181,0.0507,6.5843,18.4384,12.6027,"2021-08-17 16:06:44"
"20210625","01","11380590","1116066010102",121.8238,4.3414,13.2557,0.9342,4.4978,5.162,191.9941,8.9206,1.2962,17.91,11.0958,6.7801,5.3726,3.0343,8.9803,16.7142,10.4215,10.4001,3.5989,1.2034,212.3178,10.9531,0.547,37.375,0.6096,6.7899,10.5711,2.9787,2.5063,5.8639,12.2192,8.1072,0,"2021-08-17 16:06:44"
"20200424","03","11590560","1119056040502",94.8499,2.4922,5.7224,33.3305,13.9062,2.6303,14.7284,3.7116,4.175,18.0852,3.1371,41.1936,17.155,6,4.6911,3.4304,3.0566,10.8987,2.6364,13.4187,15.8113,8.0117,2.3396,47.6339,16.1582,36.2151,41.7516,3.6652,9.3588,25.0078,7.2767,5.5416,0.0959,"2021-08-17 16:06:44"
"20210906","03","11590560","1106082020104",120.8405,9.8707,4.2053,7.9228,11.467,4.0302,5.9725,13.8835,2.1226,2.9665,0,32.363,0.1796,10.6258,17.5774,5.8739,8.2951,0,1.9209,6.4837,13.9142,3.4782,24.9127,38.896,10.6315,6.051,13.5241,2.4719,5.0388,6.4834,7.7859,3.5343,2.8483,"2021-08-17 16:06:44"
"20201121","18","11290650","1111056020203",302.803,10.2995,18.8748,13.212,88.2652,35.1994,2.2807,37.652,23.7404,73.6286,7.38,16.1385,5.7599,5.4348,0,3.19,1.5757,4.874,9.8405,6.9662,27.0385,2.9154,3.1372,98.4596,10.2108,66.8307,25.4333,15.9063,1.3143,14.475,18.6149,0,2.0703,"2021-08-17 16:06:44"
"20181230","19","11545620","1119062010101",664.371,20.0775,18.4128,5.5255,20.245,1.085,0.6583,2.872,129.3212,4.7786,14.3442,10.2968,5.4264,19.2334,7.0679,0,3.9253,0,5.576,9.6952,9.479,12.3184,2.8411,10.8071,32.548,0.0704,16.0554,0.7955,17.7378,8.0301,12.0077,6.2911,7.4869,"2021-08-17 16:06:44"
"20181204","03","11620565","1112057010006",818.5616,14.3149,5.4754,23.3366,15.842,14.6518,17.7326,8.2004,9.6246,3.04,24.7523,31.4817,0,0.0937,0,7.0918,1.8703,18.8556,14.2905,7.4535,16.8368,13.4811,0.1872,56.4235,16.6889,6.8149,4.1847,5.7103,10.431,10.6546,0.4207,4.3932,19.9525,"2021-08-17 16:06:44"
"20181124","21","11290630","1124058020022",798.4781,6.0733,32.5834,4.1615,26.7069,12.8753,52.6967,47.7957,8.2384,44.5596,18.4273,1.9419,2.0215,7.6695,34.5828,0.3392,19.5537,7.4392,0.1752,20.2147,7.6149,9.9802,3.4094,0.7212,2.6581,38.6764,26.1528,33.3735,3.073,4.0765,8.1692,5.5874,7.7347,"2021-08-17 16:06:44"
"20180726","13","11290760","1107052020003",1434.0143,2.0398,15.1825,19.4212,5.1919,4.8996,4.6031,71.396,29.4506,10.709,5.3589,2.3628,19.4584,6.6155,9.8781,9.3809,12.3588,0.0083,18.1936,6.9654,12.4343,24.3682,0.1974,2.6918,1.3943,16.0489,25.3726,8.4143,6.3157,8.2121,11.9664,9.9346,11.2276,"2021-08-17 16:06:44"
"20200605","12","11500535","1117051020405",580.3285,28.5698,0.352,12.7893,1.3427,0,15.5244,16.0436,11.1007,5.8405,11.8321,25.9219,0.2192,10.0139,0.5043,0.0325,2.6219,50.8345,4.7215,9.6639,16.6437,0.6459,1.4485,21.8582,3.5184,4.7998,5.9834,55.3572,17.8603,21.7232,6.4093,23.624,8.2266,"2021-08-17 16:06:44"
"20170531","00","11620585","1122057020020",1990.2866,4.4616,18.0789,26.7599,2.9089,3.2441,51.5304,0.9326,18.9868,4.7313,5.9441,25.0362,1.3703,1.487,3.6356,4.6066,1.7989,0,14.4092,1.5102,32.8412,32.3633,25.7276,9.5951,28.5016,15.4471,15.8105,20.5129,16.7786,65.6481,0.1607,10.8671,5.148,"2021-08-17 16:06:44"
"20191031","21","11215710","1109072030001",333.5598,2.3427,12.8085,0.0099,4.8099,104.4048,0.0017,0.6379,41.7308,16.3999,7.4459,11.235,19.2704,0.2883,10.6796,0.5964,5.8124,6.5154,5.684,0.0217,21.3555,6.0104,11.721,39.776,12.7957,1.2292,14.089,21.7911,5.2936,32.8191,14.5313,0.5264,0.0042,"2021-08-17 16:06:44"
"20190227","04","11350612","1106080110001",66.2554,9.6241,3.2505,2.0807,10.8141,5.3334,42.336,19.9109,27.8141,36.6327,0.4673,6.5377,2.8527,8.8085,9.1609,4.4708,9.066,24.5825,9.8254,7.4425,0.2771,2.2549,5.03,23.4401,4.0008,11.6887,36.2377,23.4596,0.0437,4.3134,0,9.2514,3.8258,"2021-08-17 16:06:44"
"20181015","02","11650620","1125073030004",0.7376,27.3386,6.2162,5.7078,16.8792,13.7625,16.5367,15.2227,117.6057,21.7855,6.5757,1.1982,0.6144,0.4464,6.521,9.1875,13.1872,7.058,0,9.7047,55.4853,12.4334,12.2057,14.4231,0.1029,46.7547,35.0457,1.6556,4.4544,72.6262,6.516,25.9692,4.2805,"2021-08-17 16:06:44"
"20180903","09","11470520","1115066040803",654.6218,1.1184,6.2839,12.3044,15.4009,41.1439,1.3663,6.0456,7.0317,50.3253,53.283,32.8726,1.8094,3.0383,3.5725,1.369,2.662,5.7145,0.1555,6.9376,78.9673,7.4796,31.713,10.7362,1.4316,8.2315,4.0074,10.4162,18.1251,6.0222,5.6135,9.8917,18.4775,"2021-08-17 16:06:44"
"20210125","18","11230660","1117071050004",1236.1459,16.4584,8.1088,8.0762,33.7676,21.3094,14.7762,34.0604,25.7107,45.6809,14.7079,5.6572,13.3187,11.0885,0.6283,7.161,12.2686,9.8848,8.2342,14.3132,7.6964,0.8777,63.634,17.2091,1.1522,37.2469,6.6728,37.6457,34.6523,0,5.7561,8.9008,2.4971,"2021-08-17 16:06:44"
"20190328","19","11545690","1125063010023",454.5995,3.4737,4.6608,0.4236,24.8545,5.2311,20.2683,23.2505,14.0131,0.3174,9.954,36.8933,2.0081,6.4564,7.1431,50.8197,6.0592,27.4969,1.2238,2.1082,23.2194,11.1886,2.1664,12.6269,7.7983,30.3021,41.7409,41.9979,1.5582,1.2955,19.0491,6.544,0.4805,"2021-08-17 16:06:44"
"20180210","21","11320522","1110053010203",1371.083,1.9326,4.3819,10.1386,4.4866,3.0363,23.7286,29.0534,7.4438,14.4452,8.4986,27.0118,0.4292,3.6864,2.946,18.1692,5.1506,3.5516,4.0481,6.5797,4.501,17.6033,50.7402,25.0724,0,27.6105,3.3312,5.6744,6.4734,1.6007,12.2914,3.0483,3.0373,"2021-08-17 16:06:44"
"20181122","22","11740685","1110065020007",260.7727,3.6774,24.2406,2.2624,18.9945,18.7843,0.6128,3.5701,1.9312,36.4146,11.9266,25.8539,1.6869,10.0957,12.1228,7.0616,3.0527,0,14.8375,15.139,0.3859,1.0332,32.5787,0,14.9304,15.1466,33.8578,32.7761,18.1049,3.1233,4.9676,0,2.3025,"2021-08-17 16:06:44"
"20180512","10","11500540","1107065030007",337.9486,4.3866,22.332,1.2901,13.0667,24.2739,1.7808,31.7794,13.3759,10.7117,20.3491,17.1911,6.1125,1.0992,2.5131,0.2432,3.2054,15.8096,7.5953,0,0.5852,8.8139,226.5783,9.9584,25.3733,13.4883,13.1555,11.6014,9.7579,9.5518,17.5859,4.3651,4.993,"2021-08-17 16:06:44"
"20201221","16","11440655","1120056010020",149.1205,11.8517,4.2001,8.6287,8.2847,5.8839,47.8583,6.6572,17.1885,27.011,6.281,20.5787,1.607,4.6839,4.4551,2.3784,2.4077,14.9702,1.5882,1.9547,18.7961,0.2219,63.0321,25.1341,18.3705,58.2899,3.4159,0.3564,92.6226,17.9957,14.3349,11.5711,0.4789,"2021-08-17 16:06:44"
"20180911","11","11230750","1116054020404",1406.6014,0.8223,12.5166,11.0455,10.1962,87.5671,20.3759,3.3125,20.0706,57.3686,10.5827,7.5814,24.8307,0.1885,5.297,22.4955,1.7451,8.2569,13.2653,0.7912,12.7357,16.7597,55.4383,26.6548,33.6715,4.1725,58.4382,8.7975,1.1424,12.7861,2.9762,32.7337,8.368,"2021-08-17 16:06:44"
"20210901","02","11545700","1124055020011",548.4446,4.4246,2.51,33.3391,2.9039,5.9026,3.5058,8.5115,0.0092,48.511,18.895,6.1763,3.1544,4.5153,7.8981,7.3521,21.0977,1.5525,6.6771,16.1641,19.7681,0.9748,9.5865,17.6937,0.0455,41.4292,25.2972,15.9632,15.9396,5.9223,62.8631,1.746,1.5839,"2021-08-17 16:06:44"
"20200114","04","11620765","1125066020801",53.7332,27.2168,6.1517,11.8716,19.0521,84.757,2.1179,19.4113,8.458,13.8871,1.8343,26.2659,23.3893,21.7291,10.7663,7.1554,9.6754,7.1414,2.1234,4.6801,11.8345,5.5835,9.306,27.0854,22.9383,14.095,8.7764,32.8104,6.7192,8.1815,4.3494,6.5518,5.3073,"2021-08-17 16:06:44"
"20180923","22","11710680","1111058060006",110.8605,22.3554,4.3109,0.2485,14.3466,19.9964,10.7148,0.9695,21.7297,20.8677,23.4387,3.1626,12.7928,0,0.9898,16.0373,1.1523,6.21,5.3142,7.6874,0.6316,78.4912,25.6373,20.4728,2.739,21.344,83.5112,22.307,2.7324,16.6256,9.3121,13.5768,0.0945,"2021-08-17 16:06:44"
"20200317","07","11710590","1120073020007",930.6193,23.3411,0.5501,8.436,5.8049,5.5305,21.7353,11.5296,29.2143,91.0929,6.9814,9.7587,5.9137,6.0695,10.4883,0.4928,1.3804,24.6951,5.3702,0,10.9844,5.943,7.7896,22.5814,25.3012,15.8519,12.4211,29.7199,22.4712,1.016,15.6661,19.9729,5.3651,"2021-08-17 16:06:44"
"20201022","09","11200660","1121061010015",865.0658,29.5091,25.0749,4.3957,14.2905,0.0262,2.8999,8.7532,0.0075,18.8633,2.6423,12.1198,1.9938,5.1519,4.9414,0.6901,25.4901,9.8025,29.2953,11.631,9.6875,12.4523,30.1197,19.1865,10.7442,11.8097,11.9436,13.6098,4.0446,9.2306,0.0516,2.9622,2.0953,"2021-08-17 16:06:44"
"20210928","10","11305630","1118057030007",430.617,37.9101,3.6785,4.1553,23.296,9.494,0.346,23.3216,1.8134,4.8687,16.5119,12.3022,25.9011,14.6135,9.1532,3.8855,7.4056,11.5138,36.9413,12.6732,4.0481,63.174,34.3065,16.1193,36.3145,12.7975,6.0022,4.764,14.5867,13.0561,4.9876,2.392,18.7181,"2021-08-17 16:06:44"
"20180208","14","11230660","1120054040008",155.0835,41.9402,21.3309,1.9658,0.8476,89.2112,0.3118,64.252,18.3868,26.6446,4.4367,13.7669,22.6767,7.0273,0.3823,0.9015,0.0886,17.7239,9.2442,7.666,16.3037,26.1338,0,8.7403,62.7752,37.4667,18.3085,6.424,15.5535,14.7568,0.4713,3.0913,1.5376,"2021-08-17 16:06:44"
"20191001","20","11350560","1108072040101",1783.477,48.6429,6.4575,21.1578,0,12.9875,48.0078,45.6177,14.0838,9.2317,34.5209,3.7629,1.5102,9.5969,4.9512,5.1932,8.639,14.675,4.3757,1.0541,26.4849,19.256,5.6232,12.0974,31.6392,36.2287,10.1524,45.0366,24.449,7.0886,14.6355,13.222,7.8829,"2021-08-17 16:06:44"
